id,name,category,price,rating,country,created_date,rooms_available,reviews_count
7624,Garcia PLC,Resort,787.83,2.9,india,2024-10-03,322.0,4245
7625,Barry Inc,Luxury,557.81,2.0,France,2023-12-14,172.0,746
7626,Huynh and Sons,Business,1279.69,4.6,UAE,2023-12-10,341.0,389
7627,White-Dickson,Resort,1432.95,1.8,Germany,2025-09-25,500.0,1447
7628,Howard Inc,BUDGET,1898.78,3.6,usa,2025-08-06,7.0,565
7629,"Harris, Hughes and Salazar",Hostel,1386.2,2.4,UK,2024-11-10,185.0,872
7630,"Baker, Mason and Wright",Resort,754.99,1.9,UAE,2025-03-06,314.0,3693
7631,Gill LLC,Budget,963.69,2.5,Germany,2024-11-30,460.0,2569
7632,Valenzuela Group,Hostel,,2.7,usa,2026-01-20,170.0,175
7633,Howard LLC,Budget,118.23,1.8,FRANCE,2025-12-06,68.0,1246
7634,Miller LLC,,401.35,3.1,Germany,2025-12-09,3.0,1538
7635,Haynes and Sons,Hostel,1207.79,3.8,Japan,2025-08-07,491.0,2427
7636,Smith-Rangel,Luxury,1601.28,1.1,UK,24/01/1978,124.0,2258
7637,"Sullivan, Clark and Reed",Hostel,242.18,4.9,FRANCE,2025-06-02,17.0,3254
7638,"Rush, Henderson and Moran",Boutique,1068.75,3.5,UK,2025-07-25,176.0,1449
7639,"Smith, Lane and Miller",Hostel,306.93,3.7,UK,2026-01-22,161.0,4509
7640,Skinner-Rowe,Boutique,153.33,3.1,Japan,2023-09-28,424.0,1627
7641,,Budget,757.44,2.1,Japan,2024-06-02,78.0,1581
7642,"Anderson, Bryant and Copeland",Hostel,189.51,2.2,France,2024-11-24,389.0,4891
7643,"Stewart, Jacobs and Haas",Hostel,1804.51,1.5,Japan,22/02/1981,254.0,3498
7644,May-Cohen,Hostel,1159.48,1.0,Germany,2023-09-04,232.0,3040
7645,"Harris, Smith and Lamb",Resort,997.62,4.9,FRANCE,2023-07-21,295.0,2721
7646,"Douglas, Alexander and Black",Resort,1979.56,3.0,Australia,2024-11-11,454.0,4041
7647,"Smith, Holden and Moreno",Business,269.83,2.5,USA,2024-05-22,252.0,1354
7648,Obrien and Sons,Boutique,383.01,2.4,usa,2025-08-14,28.0,3515
7649,"Lee, Myers and Sexton",Resort,311.66,2.1,Germany,2024-03-01,424.0,2235
7650,Leonard-Price,Business,99.93,2.5,UAE,2025-05-18,289.0,958
7651,Blackburn and Sons,Hostel,159.42,4.6,FRANCE,2023-11-11,77.0,2860
7652,"Bennett, Sandoval and Robbins",,486.6,1.5,USA,2025-12-13,298.0,2836
7653,Clark LLC,Luxury,1066.7,4.1,France,23/03/2015,67.0,1203
7654,"Martin, Hamilton and Cunningham",Hostel,74.63,4.8,UAE,2023-12-31,61.0,1137
7655,Fletcher-Parker,Luxury,806.15,1.4,india,2025-03-04,67.0,3421
7656,Peterson-Hunt,Luxury,1310.38,2.1,india,2025-03-18,,3323
7657,"Duarte, Hernandez and Villa",Luxury,773.62,2.0,india,2025-06-07,48.0,1596
7658,"Silva, Romero and Patel",Boutique,845.87,4.3,Japan,2024-07-01,183.0,4909
7659,"Glenn, Hughes and Kaufman",Budget,1390.22,1.5,usa,2025-12-30,43.0,565
7660,Greene Inc,Hostel,1031.58,3.7,Australia,2023-03-04,109.0,4352
7661,Barrett LLC,Resort,281.75,,india,2023-04-05,153.0,1417
7662,Dyer-Walker,Business,869.21,1.0,FRANCE,2023-09-10,68.0,3586
7663,,Boutique,1779.66,3.2,india,2024-10-05,364.0,3075
7664,"Nelson, Rhodes and Bradshaw",Business,926.19,1.7,Germany,2025-08-08,322.0,1541
7665,Rosales-Alexander,Luxury,,1.3,usa,2025-06-15,494.0,1551
7666,,Budget,592.8,2.4,india,20/10/1983,87.0,49
7667,Harris-Vega,Hostel,780.7,1.9,FRANCE,2023-05-01,141.0,1524
7668,Willis Inc,Boutique,561.97,2.5,France,2023-04-25,261.0,4723
7669,Castaneda-Spencer,Luxury,98.72,4.9,usa,2023-11-27,250.0,3202
7670,Patel Inc,Business,,3.0,UK,2025-08-28,234.0,53
7671,"Moore, Franklin and White",Budget,491.18,2.2,india,2023-09-21,238.0,3111
7672,Robinson-Joseph,,1843.19,2.9,usa,2025-02-13,92.0,4051
7673,Estes-White,Business,126.36,3.3,USA,2024-01-21,160.0,561
7674,Hernandez-Gonzalez,,1095.03,2.7,Germany,2026-02-28,71.0,4788
7675,"Cabrera, Jacobs and Baker",Luxury,508.0,3.0,Japan,2025-04-02,456.0,792
7676,Bowen-Johnson,BUDGET,1543.43,1.2,usa,2025-05-01,198.0,4064
7677,"Meyer, Taylor and Clarke",Boutique,712.8,3.0,Japan,2025-03-21,307.0,3650
7678,Salas-Brown,Resort,1041.05,3.9,FRANCE,2026-01-26,377.0,1409
7679,King-Horn,Luxury,1072.35,,UK,2025-04-16,283.0,864
7680,Rivera-Strickland,Boutique,351.54,4.6,USA,2023-04-10,21.0,2483
7681,Frazier-Campbell,Boutique,1069.47,3.4,UK,2023-07-08,194.0,4644
7682,Carter Inc,Budget,218.19,3.4,Japan,2025-08-05,98.0,2442
7683,"Braun, Collins and Reid",Hostel,1982.85,2.5,UK,2025-09-21,478.0,4372
7684,"Smith, Jones and Kline",luxury,1184.49,2.0,France,2025-02-24,378.0,2478
7685,Williams LLC,Hostel,1242.74,3.8,FRANCE,2024-02-22,70.0,965
7686,Webster Inc,Business,1445.06,3.9,UK,2023-05-27,26.0,4620
7687,Johnson-Woods,Boutique,623.44,4.1,France,2025-02-10,81.0,2731
7688,Williams PLC,Resort,658.81,2.3,india,2023-08-10,320.0,2114
7689,Harrison Group,Hostel,863.05,3.3,Japan,2024-08-16,266.0,3068
7690,Taylor-Lee,Business,1394.01,3.2,Japan,2023-05-13,482.0,1057
7691,Fields Inc,Business,65.59,4.0,Australia,2023-12-25,410.0,1572
7692,Mccann-Webb,Business,1235.15,3.9,Australia,2024-01-23,305.0,3764
7693,"Salinas, Nichols and Valentine",Budget,828.86,2.0,France,2024-01-07,198.0,1065
7694,Clark Group,Hostel,664.92,3.9,UAE,2026-01-09,40.0,4059
7695,"Diaz, Daniel and Cooper",Budget,1473.42,2.1,UK,2025-07-25,196.0,549
7696,"Wood, Wallace and Coleman",luxury,142.23,4.2,usa,2023-07-25,348.0,3332
7697,"Freeman, Heath and Mccullough",Luxury,1240.0,2.3,FRANCE,2024-08-26,243.0,971
7698,Jones-Parker,Boutique,440.42,3.5,india,2025-07-14,239.0,2536
7699,Wagner PLC,Boutique,251.57,2.0,Australia,2025-11-30,253.0,224
7700,Dean Group,Luxury,66.83,4.3,UAE,2024-10-27,316.0,509
7701,Curtis Ltd,Boutique,1657.57,2.9,Germany,2024-06-06,333.0,3038
7702,Zhang-Hammond,,1557.19,3.8,Japan,2023-11-04,306.0,1911
7703,Phillips and Sons,luxury,,2.3,usa,2025-06-08,142.0,1284
7704,"Murphy, Fuentes and Long",Hostel,886.4,2.8,UK,2024-06-29,1.0,883
7705,"Short, Santos and White",Luxury,628.28,1.7,Australia,2025-01-25,1.0,3307
7706,Griffin and Sons,Business,1162.22,2.3,Japan,2024-10-09,49.0,161
7707,Gonzalez-Medina,Business,1114.78,4.2,india,2025-06-26,108.0,500
7708,Parks-Fuentes,Resort,450.2,1.9,France,2026-01-17,258.0,156
7709,Franklin PLC,Business,1559.79,3.2,Japan,2024-05-30,33.0,2918
7710,"Myers, Gutierrez and Ross",Hostel,1439.7,4.2,Germany,2025-02-11,447.0,1691
7711,Guerra PLC,Resort,246.08,-1.0,FRANCE,2025-03-12,435.0,663
7712,Benson Ltd,Budget,1177.3,3.7,Germany,2025-11-30,,3521
7713,Moss Ltd,Hostel,,3.0,Germany,2024-09-20,46.0,606
7714,,Business,1419.47,3.3,Japan,2024-11-06,282.0,4606
7715,Graham Ltd,Resort,1155.3,2.6,Australia,2023-06-19,282.0,4269
7716,,Luxury,1762.92,2.8,UK,2024-10-16,483.0,236
7717,"Stanley, Clark and Palmer",Luxury,349.22,1.7,usa,2024-05-29,247.0,4298
7718,Stevens PLC,Budget,356.96,1.1,india,2023-03-25,47.0,1493
7719,Pearson PLC,Luxury,557.17,2.8,Germany,2024-08-02,420.0,1214
7720,Walker-Wright,Boutique,982.06,-1.0,France,2023-07-26,293.0,3947
7721,"Tucker, Maynard and Hart",Resort,1818.48,1.6,usa,15/03/1980,467.0,1254
7722,Kennedy Inc,Boutique,919.08,3.8,Australia,2026-01-06,135.0,3793
7723,Robles-Berg,Boutique,126.02,2.7,Australia,2024-08-11,160.0,4433
7724,Edwards Inc,Resort,1815.36,3.5,Japan,2023-09-30,354.0,1245
7725,Meyer PLC,Business,1155.31,3.2,UAE,2023-08-19,32.0,728
7726,Campbell Group,Business,33.58,4.4,Australia,2024-07-27,396.0,4973
7727,"Moore, Richards and Ellis",BUDGET,1683.51,4.9,usa,2025-06-19,256.0,604
7728,Nguyen PLC,Boutique,154.69,2.4,UAE,2026-01-19,263.0,2161
7729,Smith LLC,Business,1790.44,1.2,UK,2026-01-31,349.0,1786
7730,Davis Inc,Resort,1255.86,3.9,Japan,2023-06-28,186.0,1831
7731,Houston-Barker,Resort,503.84,99.0,Australia,2024-10-21,142.0,1944
7732,Jones-Rios,Boutique,1151.09,2.5,Australia,2023-10-06,480.0,2539
7733,"Andrade, Massey and Davis",Boutique,1302.15,1.1,Japan,2024-12-04,195.0,324
7734,"Noble, Salazar and Wright",Boutique,382.99,2.0,Germany,2025-06-05,45.0,4547
7735,Leach Inc,Luxury,814.83,2.2,USA,2025-10-01,354.0,4726
7736,,Budget,551.47,4.6,india,2026-01-20,290.0,3968
7737,Martinez-Sutton,Budget,1842.89,1.3,Japan,28/09/1987,328.0,3622
7738,"Lester, Johnson and Aguilar",Budget,1253.4,2.1,usa,2023-04-11,125.0,2627
7739,"Rodriguez, Walton and Munoz",Resort,668.88,3.9,india,2026-02-19,386.0,1424
7740,Yates-Parks,Boutique,535.87,4.2,FRANCE,2023-12-02,372.0,3269
7741,"Bailey, Murphy and Roberts",Resort,635.25,4.4,UK,2024-05-13,193.0,3610
7742,Roy Inc,Resort,364.24,2.9,Australia,2025-01-16,388.0,4945
7743,Rocha-Lee,Hostel,1457.87,4.6,Japan,2023-06-05,187.0,423
7744,,Hostel,1751.76,1.6,USA,12/06/1973,309.0,2168
7745,Chase LLC,Business,1156.98,2.2,FRANCE,2024-08-09,369.0,4419
7746,Christian Inc,Hostel,686.16,2.0,Australia,2024-03-26,450.0,4306
7747,Barrett-Medina,Resort,645.79,2.0,France,2024-01-20,223.0,1557
7748,Daniels-Mcdonald,Luxury,1217.15,3.3,FRANCE,2025-04-17,392.0,2252
7749,Wagner LLC,Resort,900.53,1.9,usa,2024-06-01,169.0,4550
7750,Collins-Sutton,Resort,518.16,4.2,UK,2025-07-27,412.0,991
7751,Jones-Munoz,Budget,506.79,5.0,india,2026-02-15,269.0,4114
7752,Tucker-Hunter,Budget,1510.15,2.2,UAE,2023-11-04,327.0,77
7753,Long LLC,Business,1573.75,2.8,usa,2025-10-10,465.0,1227
7754,"Holland, Ellison and Fernandez",Boutique,1257.42,3.3,Japan,2025-09-11,441.0,3780
7755,Smith-Moore,Budget,1461.2,3.1,Japan,2023-10-18,435.0,4492
7756,Fisher Ltd,Business,690.91,3.7,usa,2024-05-01,,931
7757,"Fox, Norton and Holden",Luxury,1624.47,2.2,USA,2023-05-30,426.0,3067
7758,"Anderson, Diaz and Gross",Luxury,1220.38,3.2,Germany,2025-08-25,270.0,75
7759,Nicholson-Cantrell,Luxury,1505.97,2.4,USA,2023-09-28,480.0,3285
7760,Nelson-Fields,Resort,1886.78,1.9,USA,09/12/2003,84.0,4238
7761,Becker-Anderson,Business,850.12,3.1,Australia,2024-07-30,197.0,3242
7762,Clarke-Davis,Hostel,1384.84,3.6,Australia,2023-03-21,216.0,3621
7763,Thornton and Sons,Luxury,,1.7,Australia,2023-12-10,477.0,504
7764,Gibson-Armstrong,Hostel,1397.33,3.8,Japan,2023-08-19,164.0,716
7765,Morgan-Wilson,Business,709.47,2.9,india,2024-10-08,43.0,981
7766,"Oliver, Garcia and Bryant",Budget,1700.57,1.5,Australia,2025-05-29,5.0,3283
7767,"Flowers, Maldonado and Lee",Hostel,1839.88,4.0,UK,2023-11-24,131.0,1515
7768,"Watkins, Young and Benson",luxury,156.14,1.5,FRANCE,2023-08-27,263.0,3445
7769,"Kane, Thompson and Watson",Business,1661.15,4.7,india,2024-05-06,321.0,3716
7770,"Francis, Lawson and Gonzalez",Business,156.22,4.8,Australia,2024-05-15,42.0,975
7771,Newman Group,Resort,896.87,4.4,UAE,2024-01-22,381.0,4302
7772,Perez-White,Boutique,680.7,3.1,UK,2024-03-10,495.0,224
7773,"Mendoza, Barron and Barrett",Luxury,1880.88,3.2,Japan,2026-01-30,126.0,3376
7774,Wise-Taylor,Resort,1806.96,2.6,UAE,2025-02-25,,4527
7775,"Bush, Johnson and Rivera",Resort,1724.82,3.4,india,2024-02-03,347.0,2538
7776,"Wilson, Wright and Fernandez",Hostel,395.14,3.7,UK,21/07/2023,485.0,1432
7777,Morris-Hines,Hostel,629.71,2.6,UAE,2024-10-31,326.0,3929
7778,Young-Johnson,Budget,1659.44,4.2,Australia,2023-07-13,83.0,3257
7779,"Whitehead, Robinson and Wilson",Budget,1541.05,3.3,France,2024-12-26,248.0,3523
7780,Bell Inc,Hostel,,3.9,France,2025-10-13,362.0,677
7781,Merritt LLC,Resort,1514.27,1.2,usa,2023-11-22,35.0,3112
7782,Hogan-Pollard,Resort,1718.58,1.8,UAE,2025-02-28,417.0,4937
7783,,Hostel,1560.69,-1.0,Australia,2023-06-08,396.0,88
7784,Davis LLC,Luxury,1805.57,4.5,Australia,2024-07-12,220.0,1006
7785,"Rollins, Smith and Green",Luxury,895.5,3.6,USA,2023-12-26,127.0,780
7786,Atkins-Casey,Resort,853.24,1.0,india,2025-09-22,101.0,4240
7787,Rodriguez-Wilson,Resort,,2.8,UK,2026-02-08,101.0,2465
7788,Greene PLC,Budget,1658.51,,Germany,2025-11-10,336.0,3740
7789,"Stein, Bush and Ortiz",Business,330.92,5.0,india,2024-12-31,374.0,2672
7790,Stafford-Alvarez,Resort,1229.85,4.5,Germany,2026-02-21,44.0,4771
7791,Barrett-Simmons,Business,908.3,3.6,UK,2024-07-30,155.0,341
7792,"Nash, Martin and Downs",Boutique,255.19,3.4,Australia,2025-12-01,430.0,4602
7793,Harris-Duffy,Luxury,1912.4,3.8,UAE,2026-02-10,463.0,628
7794,Barker-Sims,Hostel,805.13,4.2,Germany,2023-08-12,357.0,1000
7795,Snyder-Gibson,Luxury,377.73,4.5,France,2024-06-05,57.0,4712
7796,Smith Group,Luxury,1351.49,3.7,usa,2025-01-20,443.0,2917
7797,"Davis, Jones and Barron",luxury,1585.84,-1.0,UAE,2024-10-14,412.0,3937
7798,Daniel Ltd,Hostel,1035.63,4.5,Germany,2023-12-09,289.0,4455
7799,Hernandez Group,Budget,894.12,4.6,Australia,2025-02-13,39.0,267
7800,Peters and Sons,Budget,586.28,3.5,France,2025-09-09,16.0,1214
7801,"Burgess, Moss and Barber",Hostel,1872.15,3.6,india,2024-05-12,302.0,2598
7802,Chen Ltd,Business,308.23,1.8,Australia,2025-12-21,414.0,1645
7803,,Boutique,50.78,4.4,UK,2024-06-15,255.0,2639
7804,"Fernandez, Brown and King",Business,1550.74,3.0,USA,2024-01-31,32.0,3366
7805,Grant and Sons,Budget,794.09,2.4,France,2024-04-29,97.0,3819
7806,"Palmer, Flores and Wilson",Business,1262.09,2.4,USA,20/10/1982,403.0,3806
7807,Mayo-Morales,Boutique,919.18,1.4,india,2024-08-04,496.0,749
7808,"Dennis, Russell and Gillespie",Resort,214.55,4.3,UAE,2024-08-20,131.0,3638
7809,"Reed, Brandt and Watson",Business,1941.89,1.3,india,2025-05-15,201.0,2722
7810,Carpenter Inc,Resort,1344.92,4.7,usa,2024-06-07,257.0,3009
7811,Castillo Inc,Hostel,555.0,4.7,FRANCE,2023-08-18,359.0,4837
7812,Jordan-Campbell,Hostel,1700.72,3.9,usa,13/01/2004,400.0,3097
7813,Ford-Contreras,Luxury,1478.91,-1.0,France,2023-04-13,228.0,962
7814,Brown-Sutton,Boutique,260.35,2.5,FRANCE,2026-02-18,442.0,1759
7815,Beck-Anderson,Hostel,766.05,2.3,France,18/11/2005,45.0,1296
7816,Clark PLC,Budget,588.17,2.3,usa,2026-01-04,371.0,1693
7817,Wilson LLC,Hostel,1064.61,4.2,usa,2024-09-08,421.0,3494
7818,Gardner-Adams,Boutique,542.4,4.3,France,2024-04-18,355.0,4691
7819,Evans PLC,Boutique,256.9,1.8,india,2024-05-03,215.0,1418
7820,"Jackson, Perez and Warren",Resort,1469.38,4.0,Germany,2025-10-03,228.0,3012
7821,Lambert-Dixon,Boutique,736.43,2.9,UK,2025-07-29,377.0,650
7822,"Farrell, Norman and Johnson",Luxury,332.27,1.9,France,2024-10-12,435.0,823
7823,Hall-Flynn,Business,1096.65,2.4,UAE,2023-08-12,445.0,3483
7824,"Smith, Torres and Gomez",Business,762.06,2.0,UAE,2024-12-23,174.0,298
7825,Norris-Thornton,Resort,773.89,2.9,FRANCE,2023-06-26,289.0,88
7826,Butler-Lopez,Business,1432.57,2.3,UK,2025-12-06,392.0,4198
7827,Peterson LLC,Boutique,1586.47,3.4,Australia,2023-08-17,450.0,3634
7828,Smith-Lucas,Luxury,1452.09,3.0,FRANCE,2025-01-01,185.0,636
7829,Vargas-Sandoval,Boutique,721.2,3.4,USA,2024-06-13,394.0,3886
7830,Torres-Simon,Business,620.15,3.7,FRANCE,2024-03-13,271.0,3114
7831,Stevens-Ortiz,Hostel,1635.03,4.7,india,2025-01-31,289.0,2629
7832,Mason-Rogers,Budget,176.34,4.5,FRANCE,2025-12-11,71.0,2966
7833,Alexander Inc,Hostel,972.79,2.6,France,2024-12-06,152.0,4677
7834,Smith and Sons,Resort,1693.81,1.1,Germany,2023-08-02,69.0,1226
7835,"Johnson, Allen and Carpenter",Budget,1602.08,2.6,France,2025-03-20,479.0,2302
7836,Carrillo LLC,Business,721.63,3.6,india,2025-09-19,387.0,2617
7837,"Lewis, White and Burns",Hostel,1921.66,3.4,india,2023-12-28,230.0,1225
7838,Graham-Hicks,Business,1226.07,3.8,Australia,2024-08-18,70.0,1481
7839,"Kline, Ferrell and Ayers",Luxury,1087.74,3.4,UK,2024-01-18,434.0,3843
7840,Howe Ltd,Hostel,1591.46,2.1,Japan,2025-09-05,240.0,2069
7841,Miller PLC,BUDGET,193.84,3.1,usa,2025-01-21,117.0,2789
7842,Scott-Cowan,Luxury,901.05,1.4,Japan,2024-02-15,347.0,236
7843,Barnes Ltd,Business,260.68,1.0,USA,2025-10-26,293.0,3160
7844,"Henson, Mack and Chavez",Resort,747.42,1.0,UK,2023-05-12,327.0,1798
7845,"Wilson, Levy and Diaz",Boutique,1376.14,3.0,india,2023-11-10,229.0,3686
7846,Young-Davis,Budget,1353.58,2.5,Australia,2023-04-03,166.0,1899
7847,"Mckinney, Ross and Carrillo",Luxury,585.27,1.8,France,2023-07-07,373.0,2136
7848,"Christensen, Cole and Kelly",Luxury,821.36,1.7,Germany,2024-10-17,219.0,220
7849,Hall Ltd,Hostel,1139.93,4.3,France,2023-03-07,252.0,2645
7850,Li PLC,Boutique,1661.0,2.7,Germany,2023-07-21,81.0,3425
7851,"Thomas, Weaver and Mills",Luxury,90.88,3.2,UAE,2025-11-06,48.0,4520
7852,Lynch Ltd,Luxury,523.03,1.1,Japan,18/08/2016,353.0,2685
7853,Edwards and Sons,Hostel,1460.45,2.1,UAE,2026-02-23,255.0,2033
7854,"Garcia, Gentry and Gonzalez",Luxury,1906.9,3.8,UAE,2023-07-10,479.0,3115
7855,"Moore, Shields and Hamilton",Luxury,528.54,2.8,Japan,2025-05-28,400.0,3561
7856,Schultz-Young,Hostel,593.54,1.4,USA,2024-02-20,288.0,2903
7857,Kemp and Sons,Hostel,651.42,1.3,india,2023-06-09,122.0,3372
7858,Williams-Ryan,Resort,413.82,3.1,France,2025-03-20,,1073
7859,Horton PLC,Business,1311.47,4.2,Japan,2024-04-27,338.0,970
7860,"Velasquez, Miller and Berry",Hostel,1409.73,2.3,Japan,2023-09-03,44.0,1538
7861,Hanson Ltd,Resort,1098.09,2.4,Australia,2024-06-01,500.0,4453
7862,"Watson, Ortiz and Evans",Luxury,725.49,2.7,UK,2025-01-18,80.0,1414
7863,Snyder Inc,Boutique,938.71,2.0,india,2023-10-09,139.0,799
7864,Smith-Guerrero,Hostel,468.34,4.6,FRANCE,2024-01-15,129.0,1990
7865,Adams Ltd,Business,1976.29,1.0,india,2023-12-16,106.0,4421
7866,"Norris, Marshall and Diaz",Luxury,,1.0,Australia,2024-01-04,244.0,2911
7867,"Brennan, Chan and Elliott",Hostel,758.1,3.0,FRANCE,2023-04-14,454.0,2386
7868,"Jones, Murray and Hart",Luxury,1954.81,1.3,Japan,2025-10-30,440.0,711
7869,Wood-Haney,Boutique,153.3,3.7,Germany,2024-04-03,189.0,4207
7870,"Thompson, Taylor and Richards",Luxury,1660.85,1.1,UAE,2024-12-04,151.0,1800
7871,"Sanchez, Curtis and Snyder",Luxury,1339.39,2.8,UK,2025-06-11,13.0,3274
7872,Robinson-Hamilton,Budget,1776.11,4.4,Australia,2023-09-17,159.0,3039
7873,"Carter, Thomas and Roach",Budget,1715.44,4.9,USA,2024-01-25,89.0,4018
7874,,Budget,929.06,2.0,France,19/02/2000,498.0,3512
7875,"Johnson, Lawson and Shaw",Resort,993.71,3.1,Australia,2025-11-03,328.0,658
7876,Gonzalez-Lee,Budget,663.73,1.4,UK,2024-12-24,291.0,333
7877,,Budget,1942.77,3.4,Japan,2024-05-02,319.0,757
7878,Harrison-Cannon,Budget,915.92,1.4,USA,2023-07-13,4.0,3952
7879,Johnson-Wheeler,Luxury,1600.73,2.5,UK,2023-06-10,,2507
7880,"Manning, Crawford and Sparks",Business,1053.19,2.1,Germany,2023-05-16,443.0,3967
7881,"Gould, Oneill and Green",Luxury,1121.41,4.6,France,2023-08-02,63.0,393
7882,Nguyen Inc,Boutique,1841.3,3.3,Australia,2023-08-16,200.0,1662
7883,Nielsen-Sanchez,Hostel,390.85,4.6,FRANCE,2023-03-26,248.0,2741
7884,"Smith, Carson and Bailey",Boutique,989.58,2.1,usa,2025-08-30,387.0,3200
7885,Warren Inc,Resort,812.49,4.9,UK,2023-08-21,125.0,2155
7886,Ramirez-Escobar,Boutique,59.61,1.0,France,2023-09-14,108.0,882
7887,"Mckenzie, Chen and Howard",Resort,649.83,4.3,Japan,2024-09-19,348.0,1303
7888,Reyes LLC,Luxury,1416.4,3.8,USA,2023-03-18,101.0,4759
7889,"Harris, Jones and Gonzalez",Hostel,,3.5,France,2023-10-01,9.0,3940
7890,"Brown, Howard and Anderson",Resort,243.05,2.5,UK,2023-03-20,183.0,527
7891,Fox-Gonzalez,Resort,1936.19,3.7,Germany,2024-05-09,104.0,2044
7892,Johnson PLC,Budget,1095.85,3.7,Japan,2024-09-28,,4984
7893,Doyle LLC,Budget,1118.36,4.4,UK,2024-05-21,26.0,3579
7894,Hunt Ltd,Luxury,1068.65,,France,2025-01-13,378.0,3288
7895,"Meadows, Morales and Davis",Boutique,805.07,-1.0,Australia,2025-11-13,30.0,2486
7896,Parker-Banks,Business,160.54,2.5,UAE,2024-06-17,372.0,2974
7897,Wiley PLC,,1685.81,,FRANCE,19/03/2016,320.0,2940
7898,"Johnson, Townsend and Robertson",Luxury,1193.99,3.7,France,2026-01-23,133.0,4863
7899,Allen Ltd,Luxury,90.47,2.9,Japan,2023-04-02,5.0,4464
7900,"Walker, Merritt and Rodriguez",Luxury,959.19,2.6,UK,2024-08-24,166.0,3852
7901,Mitchell Inc,Resort,1978.45,4.9,USA,2025-02-27,355.0,3275
7902,"Carter, Moreno and Mcneil",Business,1062.21,4.4,USA,2024-07-16,135.0,1746
7903,George-Hatfield,Boutique,834.51,4.7,Australia,14/05/1973,257.0,2910
7904,,Boutique,134.06,2.7,FRANCE,2025-01-06,329.0,3767
7905,Andersen-Carroll,Resort,308.73,3.9,Australia,2023-07-26,291.0,868
7906,Dean-Gray,Boutique,1264.27,3.9,France,2025-09-17,20.0,367
7907,"Wilson, Lowe and Moon",Resort,1576.1,4.7,Australia,2023-09-13,392.0,4745
7908,"Beck, Rivera and Rivera",Budget,692.63,3.3,UK,2023-08-08,423.0,4175
7909,"Miller, Walker and Hernandez",Business,92.31,4.8,Japan,2026-02-23,135.0,422
7910,Yoder LLC,Boutique,1634.25,,Germany,2025-02-13,285.0,4039
7911,Thomas Inc,Resort,373.49,1.9,France,2025-11-10,,452
7912,"Deleon, Bailey and Mcdonald",,1452.68,4.6,UAE,03/05/1999,290.0,303
7913,Osborne Ltd,,346.91,3.7,UAE,20/06/2004,405.0,4779
7914,"Davidson, Green and Hayes",Boutique,1903.36,2.3,USA,2023-05-24,434.0,539
7915,"Young, Oneill and Doyle",Business,1862.79,3.7,Germany,2023-10-03,303.0,2893
7916,Scott Inc,Resort,1582.26,1.4,France,11/01/2014,258.0,1767
7917,Harper PLC,Luxury,557.86,1.7,Japan,2024-04-03,74.0,2027
7918,Powers LLC,Business,334.39,4.7,Japan,2024-07-14,408.0,3739
7919,"Sanders, Cruz and Flores",Hostel,140.57,2.4,USA,2023-12-08,44.0,4043
7920,Wright Group,Business,958.02,1.6,UK,2024-11-19,483.0,3433
7921,"Esparza, Cook and Dickson",Resort,,3.2,Japan,2023-12-18,211.0,4773
7922,Myers Ltd,Boutique,596.11,2.6,Australia,2025-10-15,44.0,2666
7923,Frank-Stevens,Resort,975.53,1.9,usa,2023-03-25,420.0,4626
7924,"Young, Harris and Singleton",Resort,182.65,4.1,Germany,2024-07-30,435.0,3526
7925,Mcdonald-Medina,Hostel,1070.27,2.0,France,2026-01-20,420.0,4360
7926,Zimmerman-Tran,Luxury,1907.9,2.4,France,2023-07-11,225.0,3355
7927,Miller Inc,Budget,214.06,3.0,Germany,2024-03-14,472.0,3723
7928,"Wu, Baxter and Mccann",Resort,1102.61,2.8,usa,2024-05-29,488.0,862
7929,Smith PLC,Budget,1551.67,5.0,UAE,2024-08-15,89.0,1324
7930,Gallagher LLC,Budget,1702.62,4.4,USA,2024-06-15,222.0,4334
7931,"Lewis, Perkins and Howell",Boutique,1748.29,4.5,india,2024-11-26,52.0,311
7932,"Parks, Daugherty and Perry",Luxury,1088.98,5.0,usa,2025-02-28,481.0,2922
7933,,Boutique,1772.25,3.1,Germany,2025-04-13,413.0,1026
7934,Harrison Inc,Luxury,825.57,3.3,Germany,2023-09-28,319.0,2783
7935,Rojas Inc,Luxury,,2.5,Australia,2025-01-18,243.0,1465
7936,Scott-Barr,Hostel,1041.84,4.9,FRANCE,2025-03-11,216.0,2490
7937,Wilson-Chase,Business,,4.7,Australia,2025-04-18,276.0,2875
7938,Smith PLC,Business,360.46,2.1,usa,2025-09-24,466.0,4676
7939,James-Schultz,Boutique,588.58,2.1,Japan,2024-06-16,59.0,3783
7940,"Bailey, Quinn and Robinson",Boutique,1418.05,1.1,UAE,2025-08-07,261.0,4803
7941,Torres Ltd,Budget,1707.72,1.1,Germany,2023-09-06,202.0,4792
7942,"Rodgers, Campbell and Graves",Luxury,768.88,3.6,FRANCE,2025-08-21,160.0,1270
7943,Allen and Sons,Budget,825.62,2.0,FRANCE,2025-01-11,259.0,4211
7944,Davis-Bond,Boutique,1946.53,2.3,FRANCE,2024-06-13,200.0,3303
7945,Hill-Valdez,Budget,1838.64,2.3,Australia,2026-02-14,79.0,4264
7946,Shaw LLC,Budget,1360.01,2.6,india,2024-04-19,15.0,4538
7947,Yang PLC,Business,1183.39,1.2,Australia,2024-12-03,373.0,4193
